http://www.wikidata.org/prop/P8477	one_or_the_other_not_closed	http://www.wikidata.org/prop/P571	0.9895833333333334	96
http://www.wikidata.org/prop/P1125	during	http://www.wikidata.org/prop/P395	1.0	82
http://www.wikidata.org/prop/P571	one_or_the_other_not_closed	http://www.wikidata.org/prop/P1891/Inverse	0.9649122807017544	114
http://www.wikidata.org/prop/P11547	sequence_before	http://www.wikidata.org/prop/P5008	1.0	90
http://www.wikidata.org/prop/P8476	always_with	http://www.wikidata.org/prop/P395	0.9886363636363636	88
http://www.wikidata.org/prop/P150/Inverse	one_or_the_other_not_closed	http://www.wikidata.org/prop/P571	0.9545454545454546	22
http://www.wikidata.org/prop/P11547	always_with	http://www.wikidata.org/prop/P527/Inverse	0.9545454545454546	22
http://www.wikidata.org/prop/P11547	either_one_or_the_other	http://www.wikidata.org/prop/P8476	1.0	96
http://www.wikidata.org/prop/P8476	always_with	http://www.wikidata.org/prop/P530	0.9523809523809523	42
http://www.wikidata.org/prop/P5008	either_one_or_the_other	http://www.wikidata.org/prop/P1081	1.0	139
http://www.wikidata.org/prop/P571	sequence_before	http://www.wikidata.org/prop/P4841	0.9626865671641791	134
http://www.wikidata.org/prop/P11593	either_one_or_the_other	http://www.wikidata.org/prop/P571	1.0	114
http://www.wikidata.org/prop/P3864	sequence_before	http://www.wikidata.org/prop/P5008	1.0	79
http://www.wikidata.org/prop/P11547	during	http://www.wikidata.org/prop/P527/Inverse	0.9545454545454546	22
http://www.wikidata.org/prop/P172	before	http://www.wikidata.org/prop/P11547	1.0	25
http://www.wikidata.org/prop/P1891/Inverse	sequence_before	http://www.wikidata.org/prop/P5008	0.9833333333333333	120
http://www.wikidata.org/prop/P1125	before	http://www.wikidata.org/prop/P5008	0.9795918367346939	98
http://www.wikidata.org/prop/P11547	in_between	http://www.wikidata.org/prop/P172	1.0	25
http://www.wikidata.org/prop/P11547	either_one_or_the_other	http://www.wikidata.org/prop/P8477	1.0	96
