http://www.wikidata.org/prop/P4841	during	('http://www.wikidata.org/prop/P463', 'http://www.wikidata.org/entity/Q656801')	0.9612403100775194	129
http://www.wikidata.org/prop/P1125	during	http://www.wikidata.org/prop/P395	1.0	82
('http://www.wikidata.org/prop/P1891/Inverse', 'http://www.wikidata.org/entity/Q301336')	before	('http://www.wikidata.org/prop/P5008', 'http://www.wikidata.org/entity/Q6173448')	1.0	24
('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q1056771')	during	('http://www.wikidata.org/prop/P463', 'http://www.wikidata.org/entity/Q17495')	1.0	79
('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q5166256')	sequence_before	('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q4881201')	1.0	29
('http://www.wikidata.org/prop/P1891/Inverse', 'http://www.wikidata.org/entity/Q301336')	always_with	('http://www.wikidata.org/prop/P463', 'http://www.wikidata.org/entity/Q170424')	1.0	21
http://www.wikidata.org/prop/P1198	during	('http://www.wikidata.org/prop/P463', 'http://www.wikidata.org/entity/Q656801')	0.9873417721518988	79
http://www.wikidata.org/prop/P1125	always_with	('http://www.wikidata.org/prop/P463', 'http://www.wikidata.org/entity/Q81299')	1.0	30
('http://www.wikidata.org/prop/P1891/Inverse', 'http://www.wikidata.org/entity/Q5166228')	in_between	('http://www.wikidata.org/prop/P463', 'http://www.wikidata.org/entity/Q842490')	1.0	23
('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q5166228')	before	('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q15991255')	1.0	41
('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q253300')	during	('http://www.wikidata.org/prop/P463', 'http://www.wikidata.org/entity/Q7785')	0.96	25
('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q217398')	always_with	('http://www.wikidata.org/prop/P463', 'http://www.wikidata.org/entity/Q17495')	0.9620253164556962	79
('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q5166252')	always_with	('http://www.wikidata.org/prop/P463', 'http://www.wikidata.org/entity/Q1065')	0.9761904761904762	42
http://www.wikidata.org/prop/P3864	always_with	('http://www.wikidata.org/prop/P530/Inverse', 'http://www.wikidata.org/entity/Q212')	1.0	33
('http://www.wikidata.org/prop/P1891/Inverse', 'http://www.wikidata.org/entity/Q10894765')	in_between	('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q5166256')	1.0	25
('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q986770')	either_one_or_the_other	http://www.wikidata.org/prop/P1891/Inverse	0.9736842105263158	38
('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q217398')	before	('http://www.wikidata.org/prop/P6193/Inverse', 'http://www.wikidata.org/entity/Q15991255')	1.0	38
